iter	Logloss
0	0.4894722032
1	0.3663092682
2	0.282481014
3	0.2108837857
4	0.1741892151
5	0.147017996
6	0.127411447
7	0.1126298215
8	0.1024858653
9	0.09168283614
10	0.0843841056
11	0.07891061506
12	0.07349927321
13	0.07058585899
14	0.06602718852
15	0.06364437219
16	0.06212270215
17	0.05976492696
18	0.05824946198
19	0.05799919107
20	0.05586124022
21	0.05503519765
22	0.05429105641
23	0.05357875234
24	0.05242291582
25	0.05174130358
26	0.05131215678
27	0.0507247116
28	0.0504838082
29	0.05021623942
30	0.04943748519
31	0.04832463264
32	0.04730920835
33	0.04590211136
34	0.04463715364
35	0.04370175628
36	0.04346382845
37	0.0425862201
38	0.04164914076
39	0.04104620526
40	0.0405077426
41	0.04009062859
42	0.03972791953
43	0.03947156981
44	0.03894626378
45	0.03859209103
46	0.03795229714
47	0.03767416253
48	0.03707596882
49	0.03688381669
50	0.03624406131
51	0.03582938041
52	0.03561633537
53	0.0354528889
54	0.03509276755
55	0.03399051024
56	0.03334275621
57	0.03288798603
58	0.03251228695
59	0.03224214039
60	0.03177060182
61	0.03156186997
62	0.03093879199
63	0.03079664343
64	0.03040578608
65	0.03010778152
66	0.02947102412
67	0.02905691311
68	0.02880520979
69	0.02874417821
70	0.02856546905
71	0.0280762363
72	0.02801925125
73	0.02783501119
74	0.0273132231
75	0.02711688974
76	0.02684103374
77	0.02650490883
78	0.02598860267
79	0.02586820573
80	0.02538064425
81	0.02503065076
82	0.02470532527
83	0.02438809724
84	0.02404263497
85	0.023215414
86	0.02314082685
87	0.02288216396
88	0.02275367743
89	0.02263705337
90	0.02233797435
91	0.02217609322
92	0.02187167245
93	0.02160138737
94	0.02137938046
95	0.021162669
96	0.02086839412
97	0.02066387473
98	0.02048769425
99	0.02014941615
100	0.01975964306
101	0.01945592226
102	0.01940126135
103	0.01894011749
104	0.01890462759
105	0.0188557809
106	0.01869532241
107	0.01862343453
108	0.0182482142
109	0.0181867831
110	0.01789831067
111	0.01741953006
112	0.0173893439
113	0.01718844586
114	0.01697995588
115	0.01695035586
116	0.01654486822
117	0.01641292348
118	0.01617602699
119	0.01583685577
120	0.01571224751
121	0.01568987771
122	0.01557447768
123	0.01541387259
124	0.0152971491
125	0.01517466815
126	0.01499002342
127	0.01475077309
128	0.01469652049
129	0.01468144534
130	0.01459238478
131	0.01445085725
132	0.01431977496
133	0.01424166593
134	0.01422839789
135	0.01421389858
136	0.01407037818
137	0.01404219373
138	0.01396292762
139	0.0139321358
140	0.01368185718
141	0.01358610637
142	0.01355353304
143	0.01345589121
144	0.01324999188
145	0.01314382449
146	0.01307024074
147	0.01281799417
148	0.01274021065
149	0.01263996373
150	0.01230048824
151	0.01203115514
152	0.01201163274
153	0.01198126839
154	0.0118344319
155	0.01169621435
156	0.01150830162
157	0.01150828573
158	0.01144296807
159	0.01144283994
160	0.01143457906
161	0.01139124531
162	0.01139123265
163	0.01139090872
164	0.01138360028
165	0.01138000467
166	0.0113800146
167	0.01136533798
168	0.01131235076
169	0.01130228857
170	0.01125128732
171	0.01112656293
172	0.01109941535
173	0.01103023008
174	0.01098561378
175	0.01097926919
176	0.01090265813
177	0.01089587269
178	0.01085292996
179	0.01070201944
180	0.01069576822
181	0.01052029995
182	0.01039554151
183	0.01039028438
184	0.01035435454
185	0.01030678683
186	0.01028314711
187	0.01022619326
188	0.01013645817
189	0.009971790531
190	0.009920712019
191	0.009908952888
192	0.009879114449
193	0.009807875671
194	0.009646054684
195	0.009560735594
196	0.009506749013
197	0.009434899945
198	0.009220378721
199	0.009220390635
200	0.009123271408
201	0.008991880781
202	0.008991834774
203	0.008908728363
204	0.008867386911
205	0.00883844431
206	0.008838413239
207	0.008838411253
208	0.00873753099
209	0.00873750443
210	0.008737509147
211	0.008682180749
212	0.008593512215
213	0.008461641914
214	0.008456503689
215	0.008373220776
216	0.008344705695
217	0.008302972631
218	0.0082765818
219	0.008107466279
220	0.008030738406
221	0.008021212088
222	0.008017545332
223	0.008017536644
224	0.008017375752
225	0.008017375752
226	0.008013899427
227	0.008011711834
228	0.008011437299
229	0.008008222806
230	0.007957484496
231	0.007932949698
232	0.007784081879
233	0.007743982305
234	0.007743974567
235	0.007652046204
236	0.007651999042
237	0.007602206071
238	0.007601713057
239	0.007601708589
240	0.007598179143
241	0.007598159285
242	0.007595048301
243	0.007592122244
244	0.007567305569
245	0.007564888122
246	0.007519006455
247	0.007519020852
248	0.007431251782
249	0.007393434149
250	0.0073479818
251	0.007261866755
252	0.007258970193
253	0.007258975157
254	0.007255330946
255	0.007251203736
256	0.00725111934
257	0.007222832906
258	0.007198509223
259	0.007127405929
260	0.007124469198
261	0.007120410497
262	0.007079193497
263	0.007056090131
264	0.006965131681
265	0.006965133419
266	0.006959558321
267	0.006883694924
268	0.006868553339
269	0.006868524297
270	0.006851311947
271	0.006828381198
272	0.006828350418
273	0.006731022284
274	0.006691762569
275	0.006691719378
276	0.006691685868
277	0.006678148757
278	0.006678132126
279	0.006646621179
280	0.006646599789
281	0.006646575009
282	0.006646416891
283	0.006646360296
284	0.00664634863
285	0.006645641236
286	0.006645625598
287	0.006626117429
288	0.006569325549
289	0.006538989628
290	0.006538954628
291	0.00653888165
292	0.006538721546
293	0.00653870988
294	0.006458289987
295	0.006458296192
296	0.006458257966
297	0.006458251512
298	0.006458231158
299	0.006458100387
300	0.006458049005
301	0.006457937056
302	0.006457859858
303	0.006457752626
304	0.006455290455
305	0.006455254711
306	0.006455229888
307	0.00645514996
308	0.006453724456
309	0.006453700875
310	0.006436721359
311	0.006381548289
312	0.006319619341
313	0.006272746262
314	0.006177140198
315	0.006176443229
316	0.006176218339
317	0.006176191034
318	0.006176121823
319	0.006176067958
320	0.006176047604
321	0.006176040902
322	0.006176009378
323	0.006175942314
324	0.006175920967
325	0.006175907067
326	0.00617586189
327	0.006175830862
